No,기관코드,기관명,요양번호,기관분류,의료기관분류,지역,기관주소(도로명),시도,시군구,행정구역,x,y
292,A2400005,충청남도천안의료원,34100156,종합병원,지역응급의료기관,충남,"충청남도 천안시 동남구 충절로 537, (삼룡동)",충청남도,천안시,충청남도_천안시,127.1794086,36.7752778
293,A2300006,충청북도청주의료원,33100012,종합병원,지역응급의료기관,충북,"충청북도 청주시 서원구 흥덕로 48, (사직동)",충청북도,청주시,충청북도_청주시,127.4734604,36.640565
294,A2300004,충청북도충주의료원,33100063,종합병원,지역응급의료기관,충북,"충청북도 충주시 안림로 239-50, (안림동)",충청북도,충주시,충청북도_충주시,127.9703469,36.9794906
295,A1300010,칠곡경북대학교병원,37100467,종합병원,지역응급의료기관,대구,"대구광역시 북구 호국로 807, (학정동)",대구광역시,북구,대구광역시_북구,128.5652836,35.9561463
296,A1200019,학교법인)동의병원,21100411,종합병원,지역응급의료기관,부산,"부산광역시 부산진구 양정로 62, (양정동)",부산광역시,부산진구,부산광역시_부산진구,129.0767824,35.1700071
297,A1200025,학교법인춘해병원,21100268,종합병원,지역응급의료기관,부산,"부산광역시 부산진구 중앙대로 605, (범천동,춘해병원)",부산광역시,부산진구,부산광역시_부산진구,129.0583705,35.1469136
298,A1500004,한국보훈복지공단광주보훈병원,36100137,종합병원,지역응급의료기관,광주,"광주광역시 광산구 첨단월봉로 99, (산월동)",광주광역시,광산구,광주광역시_광산구,126.849212,35.2079865
299,A1300011,한국보훈복지의료공단대구보훈병원,37100220,종합병원,지역응급의료기관,대구,"대구광역시 달서구 월곡로 60, (도원동)",대구광역시,달서구,대구광역시_달서구,128.5521708,35.8031636
300,A1200016,한국보훈복지의료공단부산보훈병원,21100292,종합병원,지역응급의료기관,부산,"부산광역시 사상구 백양대로 420, (주례동)",부산광역시,사상구,부산광역시_사상구,129.007464,35.1534229
301,A1100027,한국원자력의학원원자력병원,11101296,종합병원,지역응급의료기관,서울,"서울특별시 노원구 노원로 75, (공릉동)",서울특별시,노원구,서울특별시_노원구,127.0826413,37.6290554
302,A1200012,해동병원,21100314,종합병원,지역응급의료기관,부산,부산광역시 영도구 태종로 133,부산광역시,영도구,부산광역시_영도구,129.0437983,35.0920009
303,A2100037,현대병원,31101003,종합병원,지역응급의료기관,경기,"경기도 남양주시 진접읍 장현로 52,",경기도,남양주시,경기도_남양주시,127.1794853,37.7152947
304,A1400004,현대유비스병원,31101160,종합병원,지역응급의료기관,인천,"인천광역시 남구 독배로 503, (숭의동)",인천광역시,남구,인천광역시_남구,126.6431596,37.4617638
305,A1700003,혜명심의료재단울산병원,38100321,종합병원,지역응급의료기관,울산,울산광역시 남구 월평로171번길 13,울산광역시,남구,울산광역시_남구,129.3230878,35.5462428
306,A1100051,혜민병원,11100761,종합병원,지역응급의료기관,서울,"서울특별시 광진구 자양로 85, (자양동)",서울특별시,광진구,서울특별시_광진구,127.0834859,37.5352635
307,A1100019,홍익병원,11100923,종합병원,지역응급의료기관,서울,"서울특별시 양천구 목동로 225, (신정동,홍익병원)",서울특별시,양천구,서울특별시_양천구,126.8636632,37.5284873
308,A2200014,홍천아산병원,32100175,종합병원,지역응급의료기관,강원,"강원도 홍천군 홍천읍 산림공원1길 17,",강원도,홍천군,강원도_홍천군,127.8946288,37.6906566
309,A1100049,희명병원,11100991,종합병원,지역응급의료기관,서울,"서울특별시 금천구 시흥대로 244, (시흥동)",서울특별시,금천구,서울특별시_금천구,126.900584,37.4556812
310,A1200028,(의)서일의료재단기장병원,21201561,병원,지역응급의료기관,부산,부산광역시 기장군 대청로72번길 17 (기장읍),부산광역시,기장군,부산광역시_기장군,129.2166671,35.23487
311,A1300110,W(더블유)병원,37202901,병원,지역응급의료기관,대구,대구광역시 달서구 달구벌대로 1632 W(더블유)병원,대구광역시,달서구,대구광역시_달서구,128.5449631,35.8526432
312,A2800032,강병원,38202956,병원,지역응급의료기관,경남,"경상남도 고성군 고성읍 중앙로 49,",경상남도,고성군,경상남도_고성군,128.3254121,34.9741173
313,A1400034,강화병원,31200451,병원,지역응급의료기관,인천,"인천광역시 강화군 강화읍 강화대로312번길 11,",인천광역시,강화군,인천광역시_강화군,126.4961252,37.7425248
314,A2600029,곡성사랑병원,36202657,병원,지역응급의료기관,전남,"전라남도 곡성군 곡성읍 곡성로 761,",전라남도,곡성군,전라남도_곡성군,127.2879867,35.276344
315,A2600061,구례병원,36201651,병원,지역응급의료기관,전남,"전라남도 구례군 구례읍 동편제길 4,",전라남도,구례군,전라남도_구례군,127.4636659,35.2158822
316,A1200045,구포성심병원,21200432,병원,지역응급의료기관,부산,"부산광역시 북구 낙동대로 1786, (구포동)",부산광역시,북구,부산광역시_북구,129.0046989,35.2096836
317,A2500054,군산한국병원,35201673,병원,지역응급의료기관,전북,"전라북도 군산시 백토로 33, (문화동)",전라북도,군산시,전라북도_군산시,126.7061296,35.9762698
318,A1700010,굿모닝병원,38202042,병원,지역응급의료기관,울산,"울산광역시 남구 삼산로 110, (달동)",울산광역시,남구,울산광역시_남구,129.3199459,35.5348667
319,A2200038,근로복지공단동해병원,32200935,병원,지역응급의료기관,강원,"강원도 동해시 하평로 11, (평릉동)",강원도,동해시,강원도_동해시,129.1061178,37.5322342
320,A2200048,근로복지공단정선병원,32200927,병원,지역응급의료기관,강원,"강원도 정선군 정선읍 봉양1길 145,",강원도,정선군,강원도_정선군,128.6589853,37.383159
321,A2500038,김제우석병원,35202076,병원,지역응급의료기관,전북,"전라북도 김제시 서암4길 45, (서암동)",전라북도,김제시,전라북도_김제시,126.8801288,35.8073097
322,A1700008,남울산보람병원,38200775,병원,지역응급의료기관,울산,"울산광역시 울주군 온양읍 덕남로 233,",울산광역시,울주군,울산광역시_울주군,129.2985826,35.4222089
323,A2600054,담양사랑병원,36203629,병원,지역응급의료기관,전남,"전라남도 담양군 담양읍 천변7길 19,",전라남도,담양군,전라남도_담양군,126.9826709,35.3152825
324,A2700038,대남의료재단청도대남병원,37200542,병원,지역응급의료기관,경북,"경상북도 청도군 화양읍 청화로 79-7,",경상북도,청도군,경상북도_청도군,128.736803,35.6486323
325,A2600051,대우병원,36202487,병원,지역응급의료기관,전남,"전라남도 신안군 비금면 송치길 155-11,",전라남도,신안군,전라남도_신안군,125.9324741,34.7222495
326,A2500056,대자인병원,35201771,병원,지역응급의료기관,전북,"전라북도 전주시 덕진구 견훤로 390, (우아동3가)",전라북도,전주시,전라북도_전주시,127.1533777,35.8459483
327,A1300034,드림병원,37203011,병원,지역응급의료기관,대구,"대구광역시 남구 대명로 153, (대명동)",대구광역시,남구,대구광역시_남구,128.5744734,35.8395988
328,A1100114,메디힐병원,11204681,병원,지역응급의료기관,서울,"서울특별시 양천구 남부순환로 331, (신월동)",서울특별시,양천구,서울특별시_양천구,126.8278542,37.5372467
329,A2700026,명성의료재단영양병원,37200780,병원,지역응급의료기관,경북,경상북도 영양군 영양읍 동서대로 75,경상북도,영양군,경상북도_영양군,129.1175951,36.6625391
330,A2400029,미래한국병원,34201734,병원,지역응급의료기관,충남,"충청남도 아산시 번영로230번길 13, (모종동)",충청남도,아산시,충청남도_아산시,127.016522,36.7828381
331,A2800084,반도병원,38201445,병원,지역응급의료기관,경남,"경상남도 진주시 남강로 701, (장대동)",경상남도,진주시,경상남도_진주시,128.0882874,35.1916806
332,A2100249,백성병원,31201644,병원,지역응급의료기관,경기,"경기도 수원시 팔달구 인계로 102, (인계동)",경기도,수원시,경기도_수원시,127.0286285,37.2677405
333,A2700071,봉화해성병원,37200551,병원,지역응급의료기관,경북,"경상북도 봉화군 봉화읍 보밑길 3,",경상북도,봉화군,경상북도_봉화군,128.7333957,36.8917371
334,A2800055,삼성합천병원,38204681,병원,지역응급의료기관,경남,경상남도 합천군 대야로 876 (합천읍),경상남도,합천군,경상남도_합천군,128.163338,35.5664429
335,A1300045,삼일병원,37204190,병원,지역응급의료기관,대구,"대구광역시 달서구 월배로 446, (송현동)",대구광역시,달서구,대구광역시_달서구,128.5543807,35.8329783
336,A2800101,삼천포제일병원,38203031,병원,지역응급의료기관,경남,"경상남도 사천시 중앙로 136, (벌리동)",경상남도,사천시,경상남도_사천시,128.0795084,34.93754
337,A1100172,서울현대병원,11203668,병원,지역응급의료기관,서울,"서울특별시 강북구 도봉로 374, (번동)",서울특별시,강북구,서울특별시_강북구,127.0284669,37.640272
338,A2700030,성주혜성병원,37201069,병원,지역응급의료기관,경북,"경상북도 성주군 성주읍 성주읍3길 5-3,",경상북도,성주군,경상북도_성주군,128.2865655,35.9187572
339,A1200081,세웅병원,21203121,병원,지역응급의료기관,부산,"부산광역시 금정구 서동로 162, (서동)",부산광역시,금정구,부산광역시_금정구,129.1039034,35.2143541
340,A1500071,송정사랑병원,36203637,병원,지역응급의료기관,광주,"광주광역시 광산구 송도로 232, (송정동)",광주광역시,광산구,광주광역시_광산구,126.7973752,35.1341833
341,A2600052,아산사회복지재단보성아산병원,36202321,병원,지역응급의료기관,전남,"전라남도 보성군 미력면 가평길 36-17,",전라남도,보성군,전라남도_보성군,127.1050701,34.7764899
342,A2100134,양주예쓰병원,31205194,병원,지역응급의료기관,경기,"경기도 양주시 회정로 103, (덕정동)",경기도,양주시,경기도_양주시,127.0645667,37.8377333
343,A2100089,양평병원,31201695,병원,지역응급의료기관,경기,"경기도 양평군 양평읍 중앙로 129,",경기도,양평군,경기도_양평군,127.5034901,37.4940472
344,A2100194,여주고려병원,31204783,병원,지역응급의료기관,경기,"경기도 여주시 청심로 47, (하동)",경기도,여주시,경기도_여주시,127.6265168,37.3012425
345,A2700060,영주가톨릭병원,37204165,병원,지역응급의료기관,경북,"경상북도 영주시 번영로 176, (영주동)",경상북도,영주시,경상북도_영주시,128.6249931,36.8268419
346,A2700031,영주기독병원,37200411,병원,지역응급의료기관,경북,"경상북도 영주시 구성로 380, (영주동)",경상북도,영주시,경상북도_영주시,128.6210457,36.8252675
347,A2400015,예산명지병원,34201645,병원,지역응급의료기관,충남,"충청남도 예산군 예산읍 신례원로 26,",충청남도,예산군,충청남도_예산군,126.8343324,36.7135523
348,A2700023,예천권병원,37200712,병원,지역응급의료기관,경북,"경상북도 예천군 예천읍 시장로 136,",경상북도,예천군,경상북도_예천군,128.4590393,36.6573092
349,A2300021,오창중앙병원,33200831,병원,지역응급의료기관,충북,"충청북도 청주시 청원구 오창읍 중부로 683,",충청북도,청주시,충청북도_청주시,127.4296715,36.7068087
350,A2600032,완도대성병원,36201103,병원,지역응급의료기관,전남,"전라남도 완도군 완도읍 청해진동로 63,",전라남도,완도군,전라남도_완도군,126.7355534,34.317042
351,A2700052,울진군의료원,37201603,병원,지역응급의료기관,경북,"경상북도 울진군 울진읍 현내항길 71,",경상북도,울진군,경상북도_울진군,129.4098503,36.9925332
352,A1100152,은평연세병원,11204605,병원,지역응급의료기관,서울,서울특별시 은평구 연서로 177 (갈현동),서울특별시,은평구,서울특별시_은평구,126.9174235,37.6146714
353,A2800090,의령병원,38203626,병원,지역응급의료기관,경남,"경상남도 의령군 의령읍 의병로14길 10,",경상남도,의령군,경상남도_의령군,128.2586864,35.3186361
354,A1200102,의료법인고려의료재단부산고려병원,21202079,병원,지역응급의료기관,부산,"부산광역시 남구 수영로 238, (대연동)",부산광역시,남구,부산광역시_남구,129.0926034,35.1349007
355,A2700070,의료법인고령영생병원,37200607,병원,지역응급의료기관,경북,"경상북도 고령군 고령읍 중앙로 33,",경상북도,고령군,경상북도_고령군,128.2720699,35.7299791
356,A2300034,의료법인대광의료재단괴산성모병원,33200998,병원,지역응급의료기관,충북,"충청북도 괴산군 괴산읍 임꺽정로 116,",충청북도,괴산군,충청북도_괴산군,127.7842493,36.815591
357,A2803301,의료법인보원의료재단웅상중앙병원,38205009,병원,지역응급의료기관,경남,경상남도 양산시 서창로 59 (명동),경상남도,양산시,경상남도_양산시,129.1645442,35.4062973
358,A2700024,의료법인삼현의료재단선산제일병원,37203771,병원,지역응급의료기관,경북,"경상북도 구미시 고아읍 선산대로 1116,",경상북도,구미시,경상북도_구미시,128.316368,36.2171833
359,A2600066,의료법인삼호의료재단벌교삼호병원,36201987,병원,지역응급의료기관,전남,"전라남도 보성군 벌교읍 남하로 12,",전라남도,보성군,전라남도_보성군,127.3454975,34.8339201
360,A2700036,의료법인서명의료재단세명병원,37201743,병원,지역응급의료기관,경북,"경상북도 경산시 경안로 208, 208(중방동)",경상북도,경산시,경상북도_경산시,128.7370908,35.8262463
361,A2700067,의료법인서일의료재단문경중앙병원,37202227,병원,지역응급의료기관,경북,"경상북도 문경시 중앙로 117-18, (점촌동)",경상북도,문경시,경상북도_문경시,128.1990894,36.5960147
362,A2200037,의료법인성심의료재단양구성심병원,32200528,병원,지역응급의료기관,강원,"강원도 양구군 양구읍 양남로 1,",강원도,양구군,강원도_양구군,127.9911179,38.105381
363,A2200024,의료법인성지의료재단성지병원,32200510,병원,지역응급의료기관,강원,"강원도 원주시 원일로 22, (인동)",강원도,원주시,강원도_원주시,127.9542893,37.3455178
364,A1200101,의료법인센텀의료재단서부산센텀병원,21202648,병원,지역응급의료기관,부산,"부산광역시 사상구 새벽로 226, (괘법동)",부산광역시,사상구,부산광역시_사상구,128.9845643,35.1611829
365,A2800068,의료법인승연의료재단삼천포서울병원,38204002,병원,지역응급의료기관,경남,"경상남도 사천시 남일로 33, (동금동)",경상남도,사천시,경상남도_사천시,128.0802266,34.9331133
366,A2800023,의료법인아림의료재단서경병원,38201089,병원,지역응급의료기관,경남,"경상남도 거창군 거창읍 강남로 16-28,",경상남도,거창군,경상남도_거창군,127.89739,35.6813623
367,A2700063,의료법인영제의료재단영남제일병원,37202618,병원,지역응급의료기관,경북,"경상북도 의성군 안계면 용기4길 36,",경상북도,의성군,경상북도_의성군,128.4340713,36.3890539
368,A2800094,의료법인이도의료재단남해병원,38200929,병원,지역응급의료기관,경남,"경상남도 남해군 남해읍 화전로 169,",경상남도,남해군,경상남도_남해군,127.894413,34.8465338
369,A2800037,의료법인자혜의료재단진주복음병원,38204746,병원,지역응급의료기관,경남,"경상남도 진주시 진양호로 370, (신안동)",경상남도,진주시,경상남도_진주시,128.0693728,35.1853288
370,A2600068,의료법인장호의료재단녹동현대병원,36201383,병원,지역응급의료기관,전남,"전라남도 고흥군 도양읍 차경구렁목길 215,",전라남도,고흥군,전라남도_고흥군,127.1456635,34.5462646
371,A2300017,의료법인정민의료재단보은한양병원,33201081,병원,지역응급의료기관,충북,"충청북도 보은군 보은읍 보은로 102,",충청북도,보은군,충청북도_보은군,127.7182789,36.4832937
372,A2100066,의료법인제일성심의료재단제이에스병원,31203957,병원,지역응급의료기관,경기,"경기도 김포시 통진읍 흥신로 320-10,",경기도,김포시,경기도_김포시,126.6084588,37.683782
373,A2300030,의료법인조윤의료재단영동병원,33200726,병원,지역응급의료기관,충북,"충청북도 영동군 영동읍 대학로 106,",충청북도,영동군,충청북도_영동군,127.780977,36.1851443
374,A2200006,의료법인철원길병원,32201150,병원,지역응급의료기관,강원,"강원도 철원군 갈말읍 명성로 208,",강원도,철원군,강원도_철원군,127.3080131,38.1501312
375,A2700069,의료법인청봉의료재단성누가병원,37201972,병원,지역응급의료기관,경북,"경상북도 영주시 구성로 329, (영주동)",경상북도,영주시,경상북도_영주시,128.6245134,36.8216086
376,A2100282,의료법인청심의료재단청심국제병원,31204104,병원,지역응급의료기관,경기,경기도 가평군 미사리로 267-177 (설악면) 청심국제병원,경기도,가평군,경기도_가평군,127.5217523,37.6907432
377,A2300015,의료법인태성의료재단금왕태성병원,33201129,병원,지역응급의료기관,충북,"충청북도 음성군 금왕읍 음성로1230번길 10,",충청북도,음성군,충청북도_음성군,127.5984369,36.9975052
378,A1100075,의료법인풍산의료재단동부제일병원,11205890,병원,지역응급의료기관,서울,"서울특별시 중랑구 망우로 511, (망우동)",서울특별시,중랑구,서울특별시_중랑구,127.1093088,37.6006607
379,A2600027,의료법인한마음의료재단제일병원,36201162,병원,지역응급의료기관,전남,"전라남도 여수시 쌍봉로 70, (학동)",전라남도,여수시,전라남도_여수시,127.6635333,34.7659812
380,A2500018,의료법인혜성병원,35200219,병원,지역응급의료기관,전북,"전라북도 부안군 부안읍 부령로 33,",전라북도,부안군,전라북도_부안군,126.7461404,35.7326137
381,A2100122,의료법인효심의료재단용인서울병원,31204112,병원,지역응급의료기관,경기,"경기도 용인시 처인구 고림로 81, (고림동)",경기도,용인시,경기도_용인시,127.214574,37.2403751
382,A1400037,인천광역시의료원백령병원,31202098,병원,지역응급의료기관,인천,인천광역시 옹진군 백령면 백령로 233,인천광역시,옹진군,인천광역시_옹진군,124.7209583,37.967821
383,A2500039,일암의료재단 고려병원,35201835,병원,지역응급의료기관,전북,"전라북도 완주군 삼례읍 동학로 21, 고려병원",전라북도,완주군,전라북도_완주군,127.0743931,35.9097363
384,A2600035,장성병원,36202363,병원,지역응급의료기관,전남,"전라남도 장성군 장성읍 역전로 171,",전라남도,장성군,전라남도_장성군,126.7835692,35.3058811
385,A2600037,장흥우리병원,36202185,병원,지역응급의료기관,전남,"전라남도 장흥군 장흥읍 흥성로 83,",전라남도,장흥군,전라남도_장흥군,126.9109836,34.6784267
386,A2600053,전남중앙병원,36203041,병원,지역응급의료기관,전남,"전라남도 목포시 고하대로 724, (산정동)",전라남도,목포시,전라남도_목포시,126.3759225,34.8104541
387,A2600050,전라남도강진의료원,36200271,병원,지역응급의료기관,전남,"전라남도 강진군 강진읍 탐진로 5,",전라남도,강진군,전라남도_강진군,126.7583262,34.6366639
388,A2600056,전라남도순천의료원,36200328,병원,지역응급의료기관,전남,전라남도 순천시 서문성터길 2 (매곡동),전라남도,순천시,전라남도_순천시,127.4836028,34.9582208
389,A2600040,진도한국병원,36200689,병원,지역응급의료기관,전남,"전라남도 진도군 진도읍 옥주길 2,",전라남도,진도군,전라남도_진도군,126.2625712,34.4843235
390,A2502031,진안군의료원,35202017,병원,지역응급의료기관,전북,전라북도 진안군 진안읍 진무로 1145,전라북도,진안군,전라북도_진안군,127.4321421,35.795249
391,A2100155,참조은병원,31207707,병원,지역응급의료기관,경기,경기도 광주시 광주대로 45,경기도,광주시,경기도_광주시,127.260163,37.4108306
392,A2100150,추병원,31201717,병원,지역응급의료기관,경기,"경기도 의정부시 평화로 650, (의정부동)",경기도,의정부시,경기도_의정부시,127.0450902,37.7498189
393,A2800147,태광의료재단함안중앙병원,38204673,병원,지역응급의료기관,경남,"경상남도 함안군 산인면 가야로 238,",경상남도,함안군,경상남도_함안군,128.4269306,35.2781907
394,A2800062,태황의료재단한성병원,38204177,병원,지역응급의료기관,경남,"경상남도 창녕군 창녕읍 교리1길 2,",경상남도,창녕군,경상남도_창녕군,128.4935358,35.5421439
395,A2800049,통영서울병원,38202913,병원,지역응급의료기관,경남,"경상남도 통영시 광도면 남해안대로 857,",경상남도,통영시,경상남도_통영시,128.4149772,34.8700675
396,A2800036,하동병원,38202646,병원,지역응급의료기관,경남,"경상남도 하동군 하동읍 화심길 25,",경상남도,하동군,경상남도_하동군,127.7382676,35.0826082
397,A2400038,학교법인건양학교건양대학교부여병원,34201700,병원,지역응급의료기관,충남,충청남도 부여군 계백로 200 (부여읍),충청남도,부여군,충청남도_부여군,126.9021344,36.2750477
398,A2800043,한일병원,38200660,병원,지역응급의료기관,경남,"경상남도 진주시 대신로 120, (상평동)",경상남도,진주시,경상남도_진주시,128.1185538,35.1709848
399,A2800080,함양성심병원,38200937,병원,지역응급의료기관,경남,"경상남도 함양군 함양읍 고운로 70,",경상남도,함양군,경상남도_함양군,127.7293236,35.5204417
400,A2600077,해남우리병원,36202649,병원,지역응급의료기관,전남,"전라남도 해남군 옥천면 해남로 597,",전라남도,해남군,전라남도_해남군,126.6464711,34.5842724
401,A2600064,해남한국병원,36201731,병원,지역응급의료기관,전남,"전라남도 해남군 해남읍 중앙2로 123,",전라남도,해남군,전라남도_해남군,126.5956889,34.566914
402,A2600048,화순고려병원,36204269,병원,지역응급의료기관,전남,"전라남도 화순군 화순읍 충의로 109,",전라남도,화순군,전라남도_화순군,126.9896017,35.0560564
403,A2600043,화순성심병원,36203432,병원,지역응급의료기관,전남,전라남도 화순군 화순읍 만연로 31,전라남도,화순군,전라남도_화순군,126.9898793,35.0584384
404,A2600026,화순중앙병원,36204242,병원,지역응급의료기관,전남,"전라남도 화순군 화순읍 칠충로 101,",전라남도,화순군,전라남도_화순군,126.9807788,35.0585696
405,A2400032,화인메트로병원,34201751,병원,지역응급의료기관,충남,"충청남도 천안시 서북구 원두정3길 37, (두정동)",충청남도,천안시,충청남도_천안시,127.1371954,36.8335006
406,A2200016,횡성대성병원,32200145,병원,지역응급의료기관,강원,"강원도 횡성군 횡성읍 횡성로 275,",강원도,횡성군,강원도_횡성군,127.9799425,37.4784097
407,A1800001,효성세종병원,34202447,병원,지역응급의료기관,세종,세종특별자치시 새내1길 6 (조치원읍),세종특별자치시,세종시,세종특별자치시_세종시,127.2984754,36.5969012
408,E2500019,무주군보건의료원,35770040,보건의료원,지역응급의료기관,전북,"전라북도 무주군 무주읍 한풍루로 413,",전라북도,무주군,전라북도_무주군,127.6716895,36.0058705
409,E2800380,산청군보건의료원,38770024,보건의료원,지역응급의료기관,경남,경상남도 산청군 산청읍 중앙로 97 산청군보건의료원,경상남도,산청군,경상남도_산청군,127.8842276,35.4160472
410,E2500021,순창군보건의료원,35770015,보건의료원,지역응급의료기관,전북,전북 순창군 순창읍 교성로 135,전라북도,순창군,전라북도_순창군,127.1438949,35.3668734
411,E2100187,연천군보건의료원,31770011,보건의료원,지역응급의료기관,경기,경기도 연천군 전곡읍 은대성로 95,경기도,연천군,경기도_연천군,127.0609007,38.0234517
412,E2700553,울릉군보건의료원,37770039,보건의료원,지역응급의료기관,경북,"경상북도 울릉군 울릉읍 울릉순환로 396-18,",경상북도,울릉군,경상북도_울릉군,130.8988298,37.4858931
413,E2500022,임실군보건의료원,35770023,보건의료원,지역응급의료기관,전북,"전라북도 임실군 임실읍 호국로 1680,",전라북도,임실군,전라북도_임실군,127.2870833,35.6126231
414,E2500020,장수군보건의료원,35770031,보건의료원,지역응급의료기관,전북,"전라북도 장수군 장수읍 장천로 247,",전라북도,장수군,전라북도_장수군,127.5195014,35.6546776
415,E2700554,청송군보건의료원,37770012,보건의료원,지역응급의료기관,경북,"경상북도 청송군 청송읍 의료원길 19,",경상북도,청송군,경상북도_청송군,129.0521048,36.4310806
416,E2400032,청양군보건의료원,34770011,보건의료원,지역응급의료기관,충남,충청남도 청양군 청양읍 칠갑산로7길 54,충청남도,청양군,충청남도_청양군,126.8048347,36.4550845
417,E2400033,태안군보건의료원,34770020,보건의료원,지역응급의료기관,충남,충청남도 태안군 태안읍 서해로 1952-16,충청남도,태안군,충청남도_태안군,126.3233093,36.7517484
418,E2200026,평창군보건의료원,32770022,보건의료원,지역응급의료기관,강원,"강원도 평창군 평창읍 종부로 61,",강원도,평창군,강원도_평창군,128.3890288,37.360467
419,E2200025,화천군보건의료원,32770014,보건의료원,지역응급의료기관,강원,"강원도 화천군 화천읍 강변로 111,",강원도,화천군,강원도_화천군,127.7091123,38.1072917
420,A2100258,국군수도병원,31203744,군 병원,지역응급의료기관,경기,"경기도 성남시 분당구 새마을로177번길 81, (율동)",경기도,성남시,경기도_성남시,127.1491102,37.3938101
